"living_space","rooms","cold_rent","construction_year","quarter","lambert_poistion_x","lambert_poistion_y","city","postcode","heating_type","number_of_bedrooms","rent_per_square_meter","publish_date","latitude","longitude"
"78","2.5","1548","1989","Uhlenhorst","1257","2622428","Hamburg","22085","7","1","23.82","2019-06-30 22:00:00","53.57305583097433","10.019237472697496"
"44.148","1.5","451.14","1958","Eimsbüttel","-3265","2622433","Hamburg","20259","7","","12.264","2019-02-28 23:00:00","53.57309287033079","9.950031499672084"
"78","2.5","750","1964","Poppenbüttel","5415","2632162","Hamburg","22399","6","","11.544","2019-04-30 22:00:00","53.661694373741916","10.083038874236983"
"121.2","3.5","1422","2016","Duvenstedt","7303","2637106","Hamburg","22397","1","","14.076","2019-01-31 23:00:00","53.70670182539663","10.112105497505388"
"61.968","2.5","422.004","1971","Rissen","-16279","2622835","Hamburg","22559","8","","8.172","2019-05-30 22:00:00","53.576516469945894","9.75084178686146"
"73.2","3.5","1334.712","1910","St. Pauli","-2594","2619749","Hamburg","20359","5","","21.876","2019-04-30 22:00:00","53.54864702661137","9.960322579869324"
"93.42","3.5","934.2","1976","Steilshoop","3503","2626726","Hamburg","22309","7|8","","12","2019-05-30 22:00:00","53.612196376959375","10.053658302159521"
"103.2","3.5","1568.4","2020","Barmbek-Nord","3648","2623778","Hamburg","22305","7","","18.24","2019-04-30 22:00:00","53.58534221446839","10.055845490622803"
"190.8","4.5","2910","1932","Eimsbüttel","-1891","2622316","Hamburg","20253","7","","18.3","2019-06-30 22:00:00","53.572033726624376","9.971060284962714"
"48","2.5","696","1961","Hoheluft-West","-2300","2623245","Hamburg","20253","7","","17.4","2019-04-30 22:00:00","53.5804945644785","9.964794254758795"
"66","2.5","425.784","1965","Lurup","-8995","2625831","Hamburg","22547","1","","7.74","2019-06-30 22:00:00","53.60397960822615","9.86224178044735"
"90","3.5","1056","1972","Niendorf","-3644","2627610","Hamburg","22459","6","2","14.076","2019-04-30 22:00:00","53.620247578074476","9.9441717264839"
"72","2.5","660","1972","Fuhlsbüttel","969","2628810","Hamburg","22335","5","","11.004","2019-03-28 23:00:00","53.63118954378831","10.014849335080765"
"94.8","3.5","1232.4","2002","Volksdorf","10914","2631353","Hamburg","22359","10","","15.6","2019-06-30 22:00:00","53.65424148814434","10.16733777159186"
"144","4","1536","1964","Wellingsbüttel","5638","2629235","Hamburg","22391","5","3","12.804","2019-01-31 23:00:00","53.63503175193785","10.086406443483792"
"75.096","3","900","1934","Dulsberg","3992","2623230","Hamburg","22049","1","","14.376","2019-05-30 22:00:00","53.580347951841716","10.06110473052051"
"93.12","2.5","1674","2023","Hammerbrook","1255","2619428","Hamburg","20097","7","","21.576","2019-05-30 22:00:00","53.54572769999365","10.019195019296918"
"82.332","3.5","734.4","1972","Lurup","-7449","2625681","Hamburg","22547","5","","10.704","2019-03-28 23:00:00","53.60263710690892","9.885922216390073"
"72.3","2.5","1140","2000","Altona-Nord","-2729","2621471","Hamburg","22769","7","1","18.924","2019-02-28 23:00:00","53.56433275532859","9.958242858927054"
"98.46","4.5","850.692","1974","Hummelsbüttel","1674","2629676","Hamburg","22339","7","","10.368","2019-05-30 22:00:00","53.639075807234924","10.025657606611036"
"99.6","3.5","1170","1962","Alsterdorf","-530","2626157","Hamburg","22297","5","","14.1","2019-05-30 22:00:00","53.607024691207414","9.991882508154706"
"73.584","2.5","1108.8","","Eppendorf","-1332","2624749","Hamburg","20251","7","","18.084","2019-04-30 22:00:00","53.5941979117379","9.979604969921603"
"62.4","2.5","1044","1962","Hohenfelde","1433","2621137","Hamburg","22087","7","","20.076","2019-03-28 23:00:00","53.56129528755581","10.021925202579114"
"72","3.5","624","1940","Bramfeld","4581","2625079","Hamburg","22179","5","1","10.404","2019-02-28 23:00:00","53.59718587009196","10.070147111705976"
"126.708","4.5","1141.2","1978","Steilshoop","4274","2627269","Hamburg","22309","","3","10.812","2019-03-28 23:00:00","53.61713682150856","10.06547565067958"
"123.6","4","1854","","Lokstedt","-2109","2625493","Hamburg-Lokstedt","22529","5","","18","2019-05-30 22:00:00","53.60097247689228","9.967702925294757"
"56.4","2.5","744","1988","Tonndorf","6975","2624210","Hamburg","22047","1","","15.828","2019-01-31 23:00:00","53.58924421285614","10.106786383825916"
"113.52","4.5","953.568","2022","Lemsahl-Mellingstedt","","","Hamburg","22397","7","3","10.08","2019-01-31 23:00:00","",""
"156","3.5","2220","2021","Rissen","-14575","2622778","Hamburg","22559","20|5","","17.076","2019-06-30 22:00:00","53.576046506984795","9.776924806842455"
"82.8","3","481.476","1974","Osdorf","-9971","2624226","Hamburg","22549","5","","6.972","2019-01-31 23:00:00","53.58934237675715","9.847344835024815"
"207.516","5.5","3528","2022","Osdorf","-9161","2620870","Hamburg","22607","5","4","20.4","2019-05-30 22:00:00","53.55878640820234","9.859842622793908"
"66","3","714","1922","Bergedorf","15060","2612160","Hamburg","21029","5","1","12.984","2019-05-30 22:00:00","53.47930653578242","10.229995876251659"
"60","2.5","1302","","Uhlenhorst","1129","2622384","Hamburg","22085","1","1","26.04","2019-06-30 22:00:00","53.57265531079548","10.01727836929358"
"68.4","2.5","684","1970","Eidelstedt","-6025","2626114","Hamburg","22527","6","1","12","2019-06-30 22:00:00","53.60659924047061","9.907721829101074"
"87.6","3.5","1650","2021","Barmbek-Süd","1306","2622861","Hamburg","22083","7","2","22.608","2019-03-28 23:00:00","53.577000001533825","10.019989162436646"
"121.08","3.5","1680","2023","Wellingsbüttel","6292","2629714","Hamburg","22391","5|3","2","16.656","2019-05-30 22:00:00","53.6393874177269","10.09643897283978"
"77.292","3.5","822","1962","Rahlstedt","8515","2625898","Hamburg","22147","5","","12.756","2019-03-28 23:00:00","53.60459778251199","10.130408844472651"
"72","3.5","906","1947","Bramfeld","4702","2626103","Hamburg","22179","1","3","15.096","2019-02-28 23:00:00","53.606512348154546","10.072015114367654"
"72","3.5","1440","1964","Winterhude","518","2623669","Hamburg","22301","7","","24","2019-01-31 23:00:00","53.58436154141638","10.007929638354888"
"117.6","3.5","2040","2017","Ottensen","-4991","2620857","Hamburg","22765","7","2","20.82","2019-02-28 23:00:00","53.558723256727866","9.923641067401848"
"110.4","4.5","1656","1971","Wandsbek","5287","2624930","Hamburg","22047","7","","18","2019-03-28 23:00:00","53.595822102753466","10.080955330889857"
"140.904","3.5","1836","2022","Neugraben-Fischbek","","","Neugraben-Fischbek","21149","7","2","15.636","2019-01-31 23:00:00","",""
"84","3.5","1008","1974","Niendorf","-1759","2629292","Hamburg","22453","10","","14.4","2019-04-30 22:00:00","53.635577856423176","9.973041720418404"
"75.54","3.5","1020","2021","Langenhorn","755","2631022","Hamburg","22415","5","2","16.2","2019-04-30 22:00:00","53.651337872568185","10.011575188979004"
"78","3.5","826.8","1973","Rissen","-16232","2623378","Hamburg","22559","8|7","","12.72","2019-04-30 22:00:00","53.58146415238966","9.751533386243985"
"70.476","2.5","915.6","2023","Rahlstedt","8714","2625190","Hamburg","22147","1","1","15.588","2019-02-28 23:00:00","53.5981454587734","10.133437114469453"
"41.856","2.5","432.372","1958","Bahrenfeld","-5780","2621717","Hamburg","22761","7","","12.396","2019-06-30 22:00:00","53.56654932796785","9.91155426968851"
"65.7","2.5","900","1956","Barmbek-Nord","3222","2624929","Hamburg","22307","5","","16.44","2019-06-30 22:00:00","53.59582946332662","10.049335745631069"
"78","2.5","720","1989","Marienthal","6447","2622060","Hamburg","22043","8","1","11.076","2019-06-30 22:00:00","53.56966617077448","10.09865913227004"
"163.2","5.5","1632","1904","Harburg","-1287","2610247","Hamburg","21073","1","4","12","2019-05-30 22:00:00","53.46208900801221","9.980352626545713"
"92.076","3.5","930","2003","Rahlstedt","8439","2625925","Hamburg","22147","5","","12.12","2019-05-30 22:00:00","53.60484493012606","10.129245610674833"
"64.992","2.5","564","1992","Billstedt","7774","2618373","Hamburg","22117","5","1","10.416","2019-05-30 22:00:00","53.53606199754532","10.118876176279803"
"75.852","3","879.888","1963","Horn","6396","2620929","Hamburg","22119","7","","13.92","2019-05-30 22:00:00","53.55936414784819","10.097855911354289"
"58.8","2.5","624","1955","Hamm-Nord","3103","2621330","Hamburg","20535","1","","12.732","2019-04-30 22:00:00","53.56304629660155","10.04747843446683"
"130.8","3.5","1704","1975","Marienthal","4258","2621655","Hamburg / Marienthal","22043","6","2","15.636","2019-06-30 22:00:00","53.565998862375096","10.06515522469842"
"92.4","3.5","1008","1989","Rahlstedt","9938","2626066","Hamburg","22143","8","1","13.092","2019-01-31 23:00:00","53.60610345462415","10.152207567164318"
"96.036","3.5","816","1965","Langenhorn","763","2630331","Hamburg","22415","6","","10.2","2019-03-28 23:00:00","53.6450439461851","10.011696174618171"
"74.4","3.5","810","","Eidelstedt","-6446","2627053","Hamburg","22523","","2","13.068","2019-02-28 23:00:00","53.615147495653865","9.901254764682404"
"68.4","2.5","433.644","2023","Eißendorf","-3299","2609825","Hamburg","21075","1","","7.608","2019-05-30 22:00:00","53.45823578434752","9.949641752190203"
"74.4","2.5","762","1974","Rahlstedt","10232","2625959","Hamburg","22143","5","1","12.288","2019-05-30 22:00:00","53.605123247133264","10.15670692243504"
"74.16","2.5","936","2019","Harburg","-1129","2610643","Hamburg","21079","4","1","15.144","2019-06-30 22:00:00","53.465697078791834","9.982763257813739"
"66.852","2.5","928.8","2022","Winterhude","422","2623366","Hamburg","22301","5","","16.668","2019-03-28 23:00:00","53.58160156103159","10.006459650175774"
"115.08","4.5","920.64","1976","Bahrenfeld","-6519","2621400","Hamburg","22761","6","","9.6","2019-05-30 22:00:00","53.56365316299651","9.900252585741818"
"44.652","2","636","1904","Winterhude","1162","2623541","Hamburg","22303","5","1","17.088","2019-01-31 23:00:00","53.58319456066839","10.01778763894394"
"50.4","2.5","374.556","1944","Finkenwerder","-7812","2617531","Hamburg","21129","1","","8.916","2019-05-30 22:00:00","53.52839111165915","9.880563415830835"
"70.056","2.5","448.356","2022","St. Pauli","-2752","2620121","Hamburg St. Pauli","22767","7","1","7.68","2019-04-30 22:00:00","53.55203496017082","9.957902617542741"
"61.2","2.5","552","1932","Veddel","1019","2617086","Hamburg","20539","","1","10.824","2019-01-31 23:00:00","53.52439342879376","10.015577938311097"
"124.8","4.5","2028","2023","Eilbek","3377","2621525","Hamburg","22089","13","3","19.5","2019-01-31 23:00:00","53.564820952526496","10.05167292911251"
"97.2","3.5","1692","2016","St. Georg","939","2620935","Hamburg","20099","","2","20.892","2019-02-28 23:00:00","53.5594562926714","10.014366301746218"
"67.2","2.5","596.88","1963","Finkenwerder","-8953","2617696","Hamburg","21129","5","","10.656","2019-06-30 22:00:00","53.52987630612906","9.863114220853062"
"48","1.5","672","","Winterhude","695","2623229","Hamburg","22301","1","","16.8","2019-04-30 22:00:00","53.58035332218305","10.010638223505351"
"62.4","2.5","717.6","1958","Hamm-Nord","2619","2620697","Hamburg","20535","6","","13.8","2019-02-28 23:00:00","53.557282659823315","10.040067624932517"
"84.768","3.5","525.564","2023","Horn","5849","2619962","Hamburg","22111","5","","7.44","2019-06-30 22:00:00","53.55056161214851","10.089469276433993"
"55.2","2.5","454.8","1972","Niendorf","-3644","2627610","Hamburg","22459","6","2","9.888","2019-03-28 23:00:00","53.620247578074476","9.9441717264839"
"90","3.5","1560","1911","Barmbek-Süd","1748","2622999","Hamburg","22083","5","","20.796","2019-05-30 22:00:00","53.57825580397095","10.026755013181676"
"48","2","528","","Eidelstedt","-5782","2626774","Hamburg","22523","1","","13.2","2019-05-30 22:00:00","53.61261375845643","9.911431551162986"
"62.4","2.5","1092","","Neustadt","-1595","2619393","Hamburg","20459","1","1","21","2019-02-28 23:00:00","53.545407959290294","9.975604912282677"
"73.98","3.5","813.6","1962","Wandsbek","5727","2622948","Hamburg","22041","6","1","13.2","2019-03-28 23:00:00","53.57776336821415","10.087656915696906"
"72","3","691.2","","Rothenburgsort","3065","2618043","Hamburg","20539","1","","11.52","2019-02-28 23:00:00","53.53310359570209","10.046865324468657"
"76.8","2.5","1176","","Eppendorf","-457","2624494","Hamburg","20249","1","","18.372","2019-03-28 23:00:00","53.591876579699665","9.993002973073738"
"60","2.5","657","1957","Eidelstedt","-5580","2626498","Hamburg","22527","5","","13.14","2019-04-30 22:00:00","53.610101878385834","9.914530633001112"
"72.48","2.5","713.928","1973","Wellingsbüttel","4055","2629539","Hamburg","22391","6","1","11.82","2019-03-28 23:00:00","53.63781514264793","10.06214972434357"
"74.4","2.5","498.96","1997","Schnelsen","-5714","2630588","Hamburg","22457","1","","8.052","2019-06-30 22:00:00","53.64735472400124","9.912404390135778"
"69.288","2.5","822","2023","Rahlstedt","8714","2625190","Hamburg","22147","1","1","14.232","2019-01-31 23:00:00","53.5981454587734","10.133437114469453"
"126","4.5","1440","1977","Finkenwerder","-10059","2618440","Hamburg","21129","5","","13.716","2019-06-30 22:00:00","53.53663419607702","9.846180700141378"
"73.2","2.5","696","1976","Steilshoop","3765","2626191","Hamburg","22309","7","","11.412","2019-01-31 23:00:00","53.60732136606061","10.05766521642427"
"198","5.5","3240","1922","Eppendorf","-1152","2623707","Hamburg","20249","7","3","19.632","2019-05-30 22:00:00","53.58470669536885","9.982364836546381"
"105.6","4.5","1478.4","1922","St. Georg","1015","2620386","Hamburg","20099","7","","16.8","2019-04-30 22:00:00","53.554455090316274","10.015527316587638"
"108","3","1440","2008","Bergstedt","8367","2633607","Hamburg","22395","5","2","15.996","2019-04-30 22:00:00","53.67481750770885","10.128345862400788"
"27.6","1.5","594","1959","Winterhude","182","2624028","Hamburg","22301","7","","25.824","2019-06-30 22:00:00","53.587631926104144","10.002786294964256"
"69.6","2.5","1044","2023","Marienthal","6221","2622362","Hamburg","22043","1","","18","2019-04-30 22:00:00","53.572419845172455","10.095206547594874"
"99.42","3.5","795.6","1971","Langenhorn","1004","2631854","Hamburg","22419","5","","9.6","2019-06-30 22:00:00","53.658915599592724","10.015395340914168"
"69.6","2.5","948","","Rahlstedt","10827","2628221","Hamburg","22145","1","","16.344","2019-06-30 22:00:00","53.625715495248656","10.165896785499998"
"66","2.5","726","2002","Eidelstedt","-6121","2626487","Hamburg","22523","7","1","13.2","2019-03-28 23:00:00","53.609995746099166","9.906244307541591"
"97.2","2.5","1700.4","2023","Eimsbüttel","-3304","2622822","Hamburg","20255","1","1","20.988","2019-06-30 22:00:00","53.576636113258445","9.949430586325873"
"78","2.5","1188","","Eißendorf","-2467","2609880","Hamburg","21073","6","1","18.276","2019-01-31 23:00:00","53.45874134214035","9.962341555755431"
"84","2.5","1134","2018","Harburg","-1131","2610286","Hamburg","21073","5","1","16.2","2019-04-30 22:00:00","53.462444666392","9.982733988104599"
"79.476","3","485.604","1971","Neugraben-Fischbek","-8290","2611846","Hamburg","21147","7","","7.332","2019-04-30 22:00:00","53.47659372501762","9.873403242540817"
"73.332","2.5","1080","1996","Hamm-Mitte","3055","2620463","Hamburg","20537","7","","17.676","2019-06-30 22:00:00","53.55514874073587","10.046735662689567"
"187.2","5.5","3360","","Winterhude","484","2622953","Hamburg","22301","5","","21.54","2019-01-31 23:00:00","53.57783942515429","10.007408068853577"
"92.4","3.5","1291.44","1907","Langenhorn","481","2633517","Hamburg","22417","5","","16.776","2019-01-31 23:00:00","53.674063288274894","10.007378185177608"
"70.548","3","802.8","1933","Eidelstedt","-6891","2626305","Hamburg","22523","5","","13.656","2019-06-30 22:00:00","53.608328544567684","9.894454144809476"
"62.412","3.5","649.2","1933","Bergedorf","14164","2613881","Hamburg","21029","10","","12.48","2019-04-30 22:00:00","53.49500951177956","10.21638870948598"
"101.148","3.5","1167.6","2019","Harburg","-831","2610408","Hamburg","21079","7","","13.848","2019-02-28 23:00:00","53.46355668511653","9.987313514435158"
"61.8","2.5","624","1942","Bergedorf","15280","2612851","Hamburg Bergedorf","21029","5","","12.12","2019-05-30 22:00:00","53.485595408763636","10.233388790243438"
"87.6","3.5","1195.764","1934","Hamm-Süd","3778","2619900","Hamburg","20537","7","","16.38","2019-03-28 23:00:00","53.55001549433492","10.057789487580699"
"63.6","2.5","814.8","1958","Barmbek-Süd","2240","2623291","Hamburg","22083","7","","15.372","2019-01-31 23:00:00","53.5809138405659","10.034287659107973"
"50.4","2.5","960","","Winterhude","118","2625076","Hamburg","22299","1","","22.86","2019-03-28 23:00:00","53.59717820068112","10.001806888566161"
"116.4","3.5","1620","1906","Langenhorn","481","2633517","Hamburg","22419","7","","16.704","2019-04-30 22:00:00","53.674063288274894","10.007378185177608"
"60.36","2.5","857.976","1959","Dulsberg","4119","2624000","Hamburg","22049","5","","17.052","2019-03-28 23:00:00","53.58736100332934","10.063058681838305"
"93.288","3.5","1306.032","1940","Ottensen","-5356","2619875","Hamburg","22763","6","2","16.8","2019-02-28 23:00:00","53.5497742608205","9.91807336108785"
